FID,AsRecordedID,SpeciesID,Species_name
SpeciesList.5755,5755,5755,Zoarchias veneficus
SpeciesList.5756,5756,5756,Gymnothorax kidako
SpeciesList.5757,5757,5757,Tugali gigas
SpeciesList.5759,5759,5759,Berthella platei
SpeciesList.5760,5760,5760,Centropyge ferrugata
SpeciesList.5761,5761,5761,Stramonita brasiliensis
SpeciesList.5762,5762,5762,Ophidiaster cribrarius
SpeciesList.5763,5763,5763,Coccotropsis gymnoderma
SpeciesList.5764,5764,5764,Chirodactylus brachydactylus
SpeciesList.5765,5765,5765,Pictichromis porphyrea
SpeciesList.5766,5766,5766,Thecacera darwini
SpeciesList.5767,5767,5767,Chelidonichthys capensis
SpeciesList.5768,5768,5768,Metacarcinus edwardsii
SpeciesList.5771,5771,5771,Bodianus albotaeniatus
SpeciesList.5772,5772,5772,Burnupena cincta
SpeciesList.5773,5773,5773,Burnupena papyracea
SpeciesList.5774,5774,5774,Calotomus japonicus
SpeciesList.5775,5775,5775,Ocenebra inornata
SpeciesList.5777,5777,5777,Charybdis japonica
SpeciesList.5778,5778,5778,Dascyllus albisella
SpeciesList.5780,5780,5780,Turbo sarmaticus
SpeciesList.5784,5784,5784,Stichopus naso
SpeciesList.5790,5790,5790,Pseudocaranx cheilio
SpeciesList.5791,5791,5791,Stegastes marginatus
SpeciesList.5792,5792,5792,Okenia spp.
SpeciesList.5793,5793,5793,Thalassoma spp.
SpeciesList.5794,5794,5794,Thais bicostalis
SpeciesList.5795,5795,5795,Chlamys farreri
SpeciesList.5797,5797,5797,Fusitriton brasiliensis
SpeciesList.5799,5799,5799,Pseudobiceros gratus
SpeciesList.5800,5800,5800,Turbo petholatus
SpeciesList.5801,5801,5801,Turbo crassus
SpeciesList.5802,5802,5802,Latirus polygonus
SpeciesList.5803,5803,5803,Conus frigidus
SpeciesList.5804,5804,5804,Conus lividus
SpeciesList.5805,5805,5805,Conus virgo
SpeciesList.5806,5806,5806,Calcinus minutus
SpeciesList.5807,5807,5807,Corythoichthys schultzi
SpeciesList.5808,5808,5808,Epinephelus melanostigma
SpeciesList.5809,5809,5809,Zoramia leptacantha
SpeciesList.5810,5810,5810,Selar crumenophthalmus
SpeciesList.5811,5811,5811,Gymnocranius microdon
SpeciesList.5812,5812,5812,Chrysiptera biocellata
SpeciesList.5813,5813,5813,Chrysiptera tricincta
SpeciesList.5814,5814,5814,Ecsenius fourmanoiri
SpeciesList.5815,5815,5815,Amblyeleotris fasciata
SpeciesList.5816,5816,5816,Naso annulatus
SpeciesList.5817,5817,5817,Pervagor melanocephalus
SpeciesList.5837,5837,5837,Meiacanthus oualanensis
SpeciesList.5838,5838,5838,Chicoreus akritos
SpeciesList.5839,5839,5839,Coris roseoviridis
SpeciesList.5840,5840,5840,Neopomacentrus metallicus
SpeciesList.5841,5841,5841,Cirrhitops hubbardi
SpeciesList.5842,5842,5842,Chromis bami
SpeciesList.5843,5843,5843,Stegastes emeryi
SpeciesList.5844,5844,5844,Centropyge fisheri
SpeciesList.5845,5845,5845,Cirripectes fuscoguttatus
SpeciesList.5846,5846,5846,Scarus festivus
SpeciesList.5847,5847,5847,Ecsenius fijiensis
SpeciesList.5848,5848,5848,Meiacanthus bundoon
SpeciesList.5849,5849,5849,Amblyglyphidodon orbicularis
SpeciesList.5850,5850,5850,Pseudanthias mooreanus
SpeciesList.5851,5851,5851,Pseudojuloides atavai
SpeciesList.5852,5852,5852,Epinephelus socialis
SpeciesList.5853,5853,5853,Chromis pamae
SpeciesList.5854,5854,5854,Benimakia nodata
SpeciesList.5855,5855,5855,Fusigobius inframaculatus
SpeciesList.5856,5856,5856,Monetaria annulus
SpeciesList.5857,5857,5857,Erosaria erosa
SpeciesList.5858,5858,5858,Asterropteryx striata
SpeciesList.5863,5863,5863,Pristiapogon fraenatus
SpeciesList.5873,5873,5873,Pomacentrus microspilus
SpeciesList.5874,5874,5874,Pristiapogon kallopterus
SpeciesList.5875,5875,5875,Acanthurus nubilus
SpeciesList.5876,5876,5876,Hemitaurichthys multispinosus
SpeciesList.5877,5877,5877,Trachycardium orbita
SpeciesList.5878,5878,5878,Ostorhinchus properuptus
SpeciesList.5879,5879,5879,Ostorhinchus aureus
SpeciesList.5880,5880,5880,Ostorhinchus nigrofasciatus
SpeciesList.5883,5883,5883,Genicanthus watanabei
SpeciesList.5886,5886,5886,Calcinus seurati
SpeciesList.5888,5888,5888,Holothuriid spp.
SpeciesList.5893,5893,5893,Comanthus spp.
SpeciesList.5894,5894,5894,Chromodoris spp.
SpeciesList.5895,5895,5895,Epinephelus spp.
SpeciesList.5898,5898,5898,Capillaster spp.
SpeciesList.5903,5903,5903,Comanthus spp.
SpeciesList.5904,5904,5904,Conus spp.
SpeciesList.5906,5906,5906,Comanthus spp.
SpeciesList.5907,5907,5907,Scarus spp.
SpeciesList.5909,5909,5909,Comanthus spp.
SpeciesList.5910,5910,5910,Comanthus spp.
SpeciesList.5914,5914,5914,Comanthus spp.
SpeciesList.5916,5916,5916,Comanthus spp.
SpeciesList.5918,5918,5918,Comanthus spp.
SpeciesList.5919,5919,5919,Comanthus spp.
SpeciesList.5921,5921,5921,Polycladida spp.
SpeciesList.5922,5922,5922,Apogon spp.
SpeciesList.5923,5923,5923,Gastropoda spp.
SpeciesList.5924,5924,5924,Nudibranchia spp.
SpeciesList.5926,5926,5926,Comanthus spp.
SpeciesList.5927,5927,5927,Comanthus spp.
SpeciesList.5929,5929,5929,Diaulula spp.
SpeciesList.5931,5931,5931,Comanthus spp.
SpeciesList.5933,5933,5933,Istigobius spp.
SpeciesList.5934,5934,5934,Conus spp.
SpeciesList.5935,5935,5935,Eviota spp.
SpeciesList.5937,5937,5937,Comanthus spp.
SpeciesList.5938,5938,5938,Comanthus spp.
SpeciesList.5939,5939,5939,Comanthus spp.
SpeciesList.5941,5941,5941,Turbo spp.
SpeciesList.5944,5944,5944,Conus spp.
SpeciesList.5945,5945,5945,Thais spp.
SpeciesList.5947,5947,5947,Chaetodon spp.
SpeciesList.5948,5948,5948,Paracentropyge spp.
SpeciesList.5951,5951,5951,Fromia spp.
SpeciesList.5955,5955,5955,Crinoidea spp.
SpeciesList.5964,5964,5964,Calcinus spp.
SpeciesList.5965,5965,5965,Mitrid spp.
SpeciesList.5968,5968,5968,Chromodoris spp.
SpeciesList.5969,5969,5969,Comanthus spp.
SpeciesList.5970,5970,5970,Blenniid spp.
SpeciesList.5972,5972,5972,Comanthus spp.
SpeciesList.5974,5974,5974,Gomophia spp.
SpeciesList.5975,5975,5975,Leiaster spp.
SpeciesList.6003,6003,6003,Tegula atra
SpeciesList.6004,6004,6004,Comanthus spp.
SpeciesList.6006,6006,6006,Comanthus spp.
SpeciesList.6007,6007,6007,Comanthus spp.
SpeciesList.6009,6009,6009,Comanthus spp.
SpeciesList.6010,6010,6010,Comanthus spp.
SpeciesList.6011,6011,6011,Comanthus spp.
SpeciesList.6013,6013,6013,Comanthus spp.
SpeciesList.6014,6014,6014,Comanthus spp.
SpeciesList.6015,6015,6015,Comanthus spp.
SpeciesList.6016,6016,6016,Mimachlamys nobilis
SpeciesList.6018,6018,6018,Pervagor marginalis
SpeciesList.6019,6019,6019,Apogon apogonides
SpeciesList.6020,6020,6020,Myripristis botche
SpeciesList.6021,6021,6021,Gymnothorax isingteena
SpeciesList.6022,6022,6022,Apogon chrysotaenia
SpeciesList.6023,6023,6023,Chlorurus capistratoides
SpeciesList.6026,6026,6026,Monetaria caputserpentis
SpeciesList.6027,6027,6027,Calcinus nitidus
SpeciesList.6029,6029,6029,Myripristis randalli
SpeciesList.6030,6030,6030,Ctenochaetus hawaiiensis
SpeciesList.6031,6031,6031,Coris debueni
SpeciesList.6032,6032,6032,Scorpaena orgila
SpeciesList.6034,6034,6034,Panulirus pascuensis
SpeciesList.6035,6035,6035,Chrysiptera galba
SpeciesList.6037,6037,6037,Plectroglyphidodon flaviventris
SpeciesList.6038,6038,6038,Paracirrhites bicolor
SpeciesList.6042,6042,6042,Stegastes aureus
SpeciesList.6043,6043,6043,Thalassoma heiseri
SpeciesList.6044,6044,6044,Paracirrhites xanthus
SpeciesList.6047,6047,6047,Hemitaurichthys thompsoni
SpeciesList.6048,6048,6048,Calcinus haigae
SpeciesList.6049,6049,6049,Pseudobiceros bedfordi
SpeciesList.6051,6051,6051,Cryptocentrus caeruleomaculatus
SpeciesList.6054,6054,6054,Sargocentron punctatissimum
SpeciesList.6055,6055,6055,Sebastapistes tinkhami
SpeciesList.6056,6056,6056,Cantherhines longicaudus
SpeciesList.6062,6062,6062,Arctocephalus galapagoensis
SpeciesList.6063,6063,6063,Neorapana grandis
SpeciesList.6064,6064,6064,Conus tiaratus
SpeciesList.6066,6066,6066,Acanthemblemaria stephensi
SpeciesList.6067,6067,6067,Axoclinus rubinoffi
SpeciesList.6068,6068,6068,Acanthemblemaria castroi
SpeciesList.6069,6069,6069,Bathygobius lineatus
SpeciesList.6070,6070,6070,Lythrypnus gilberti
SpeciesList.6071,6071,6071,Eucinostomus dowii
SpeciesList.6072,6072,6072,Pseudoceros dimidiatus
SpeciesList.6075,6075,6075,Holothuria arguinensis
SpeciesList.6076,6076,6076,Liza aurata
SpeciesList.6077,6077,6077,Solea solea
SpeciesList.6078,6078,6078,Pandalus montagui
SpeciesList.6079,6079,6079,Pisidia longicornis
SpeciesList.6080,6080,6080,Macropodia rostrata
SpeciesList.6081,6081,6081,Pomatoschistus pictus
SpeciesList.6082,6082,6082,Eutrigla gurnardus
SpeciesList.6083,6083,6083,Henricia oculata
SpeciesList.6084,6084,6084,Lesueurigobius friesii
SpeciesList.6085,6085,6085,Mimachlamys varia
SpeciesList.6088,6088,6088,Hyporhamphus dussumieri
SpeciesList.6090,6090,6090,Enigmapercis reducta
SpeciesList.6091,6091,6091,Cuspivolva tigris
SpeciesList.6094,6094,6094,Felimida luteorosea
SpeciesList.6095,6095,6095,Pagurus prideaux
SpeciesList.6096,6096,6096,Pachygrapsus marmoratus
SpeciesList.6097,6097,6097,Maja squinado
SpeciesList.6098,6098,6098,Lipophrys adriaticus
SpeciesList.6099,6099,6099,Parablennius sanguinolentus
SpeciesList.6100,6100,6100,Myoxocephalus scorpius
SpeciesList.6102,6102,6102,Velutina velutina
SpeciesList.6103,6103,6103,Lebbeus groenlandicus
SpeciesList.6104,6104,6104,Pteraster militaris
SpeciesList.6105,6105,6105,Sphoeroides lobatus
SpeciesList.6107,6107,6107,Chaetodon dolosus
SpeciesList.6108,6108,6108,Chrysiptera unimaculata
SpeciesList.6109,6109,6109,Neoglyphidodon bonang
SpeciesList.6111,6111,6111,Aniculus erythraeus
SpeciesList.6119,6119,6119,Atherina hepsetus
SpeciesList.6122,6122,6122,Arbacia stellata
SpeciesList.6125,6125,6125,Cirrhilabrus laboutei
SpeciesList.6126,6126,6126,Sargocentron tiereoides
SpeciesList.6128,6128,6128,Strongylocentrotus spp.
SpeciesList.6129,6129,6129,Gymnocranius euanus
SpeciesList.6130,6130,6130,Ecsenius tigris
SpeciesList.6131,6131,6131,Petalifera ramosa
SpeciesList.6132,6132,6132,Littorina obtusata
SpeciesList.6133,6133,6133,Noumea simplex
SpeciesList.6134,6134,6134,Cirrhilabrus lineatus
SpeciesList.6137,6137,6137,Hydrophis elegans
SpeciesList.6138,6138,6138,Aetobatus ocellatus
SpeciesList.6139,6139,6139,Erronea caurica
SpeciesList.6141,6141,6141,Oxycheilinus orientalis
SpeciesList.6142,6142,6142,Selar boops
SpeciesList.6143,6143,6143,Trimma caesiura
SpeciesList.6145,6145,6145,Naso caeruleacauda
SpeciesList.6147,6147,6147,Pleuroploca trapezium
SpeciesList.6148,6148,6148,Conus striatus
SpeciesList.6150,6150,6150,Pinnoctopus cordiformis
SpeciesList.6151,6151,6151,Haliotis iris
SpeciesList.6152,6152,6152,Haliotis australis
SpeciesList.6153,6153,6153,Buccinulum linea
SpeciesList.6155,6155,6155,Sagmariasus verreauxi
SpeciesList.6156,6156,6156,Gymnothorax obesus
SpeciesList.6157,6157,6157,Ophisurus serpens
SpeciesList.6158,6158,6158,Pseudophycis breviuscula
SpeciesList.6159,6159,6159,Parapercis colias
SpeciesList.6162,6162,6162,Penion sulcatus
SpeciesList.6163,6163,6163,Calliostoma punctulatum
SpeciesList.6164,6164,6164,Cantharidus purpureus
SpeciesList.6165,6165,6165,Calliostoma granti
SpeciesList.6166,6166,6166,Calliostoma tigris
SpeciesList.6168,6168,6168,Amalda australis
SpeciesList.6169,6169,6169,Hypoplectrodes huntii
SpeciesList.6170,6170,6170,Patelloida corticata
SpeciesList.6171,6171,6171,Lunella smaragdus
SpeciesList.6172,6172,6172,Bellapiscis medius
SpeciesList.6173,6173,6173,Notoclinus fenestratus
SpeciesList.6174,6174,6174,Odax cyanoallix
SpeciesList.6175,6175,6175,Doris wellingtonensis
SpeciesList.6176,6176,6176,Cryptichthys jojettae
SpeciesList.6181,6181,6181,Eudoxochiton nobilis
SpeciesList.6182,6182,6182,Cryptoconchus porosus
SpeciesList.6183,6183,6183,Pagurus novizealandiae
SpeciesList.6185,6185,6185,Bellapiscis lesleyae
SpeciesList.6187,6187,6187,Tegula viridula
SpeciesList.6189,6189,6189,Diloma bicanaliculata
SpeciesList.6190,6190,6190,Cantharidus opalus
SpeciesList.6191,6191,6191,Emydocephalus annulatus
SpeciesList.6196,6196,6196,Chromodoris annae
SpeciesList.6197,6197,6197,Pinna muricata
SpeciesList.6203,6203,6203,Chrysiptera parasema
SpeciesList.6205,6205,6205,Acanthurus fowleri
SpeciesList.6209,6209,6209,Pseudochromis marshallensis
SpeciesList.6211,6211,6211,Cirrhilabrus walindi
SpeciesList.6212,6212,6212,Pomacentrus aurifrons
SpeciesList.6213,6213,6213,Trimma striata
SpeciesList.6214,6214,6214,Variola albimarginata
SpeciesList.6215,6215,6215,Pterocaesio tessellata
SpeciesList.6216,6216,6216,Labropsis alleni
SpeciesList.6217,6217,6217,Lethrinus ornatus
SpeciesList.6218,6218,6218,Pomacentrus albimaculus
SpeciesList.6219,6219,6219,Pomacentrus simsiang
SpeciesList.6220,6220,6220,Neopomacentrus nemurus
SpeciesList.6221,6221,6221,Lutjanus boutton
SpeciesList.6222,6222,6222,Lutjanus rivulatus
SpeciesList.6223,6223,6223,Apogon multilineatus
SpeciesList.6224,6224,6224,Centropyge nox
SpeciesList.6225,6225,6225,Lutjanus rufolineatus
SpeciesList.6226,6226,6226,Salarias segmentatus
SpeciesList.6228,6228,6228,Natator depressus
SpeciesList.6232,6232,6232,Parma kermadecensis
SpeciesList.6233,6233,6233,Labracoglossa nitida
SpeciesList.6234,6234,6234,Ophidiaster kermadecensis
SpeciesList.6235,6235,6235,Chironemus microlepis
SpeciesList.6236,6236,6236,Enneapterygius kermadecensis
SpeciesList.6237,6237,6237,Girella fimbriata
SpeciesList.6238,6238,6238,Tectus royanus
SpeciesList.6239,6239,6239,Petricia imperialis
SpeciesList.6240,6240,6240,Arripis xylabion
SpeciesList.6241,6241,6241,Dardanus gemmatus
SpeciesList.6242,6242,6242,Evistias acutirostris
SpeciesList.6243,6243,6243,Pristilepis oligolepis
SpeciesList.6250,6250,6250,Xanthias spp.
SpeciesList.6251,6251,6251,Diogenid spp.
SpeciesList.6252,6252,6252,Dardanus spp.
SpeciesList.6253,6253,6253,Miamira sinuata
SpeciesList.6255,6255,6255,Plesiops insularis
SpeciesList.6256,6256,6256,Laticauda colubrina
SpeciesList.6257,6257,6257,Meiacanthus phaeus
SpeciesList.6258,6258,6258,Eviota fasciola
SpeciesList.6259,6259,6259,Scyllarides squammosus
SpeciesList.6271,6271,6271,Atrina tasmanica
SpeciesList.6276,6276,6276,Forsterygion maryannae
SpeciesList.6277,6277,6277,Tragulichthys jaculiferus
SpeciesList.6278,6278,6278,Sepioloidea pacifica
SpeciesList.6279,6279,6279,Oxycomanthus plectrophorum
SpeciesList.6280,6280,6280,Cominella adspersa
SpeciesList.6282,6282,6282,Stigmatopora macropterygia
SpeciesList.6283,6283,6283,Buccinulum vittatum
SpeciesList.6284,6284,6284,Zanclistius elevatus
SpeciesList.6285,6285,6285,Lepidoperca tasmanica
SpeciesList.6286,6286,6286,Jason mirabilis
SpeciesList.6287,6287,6287,Paristiopterus labiosus
SpeciesList.6288,6288,6288,Cadlina willani
SpeciesList.6289,6289,6289,Leptomithrax longimanus
SpeciesList.6290,6290,6290,Astraea heliotropium
SpeciesList.6291,6291,6291,Murexsul octogonus
SpeciesList.6293,6293,6293,Tritonia incerta
SpeciesList.6294,6294,6294,Cominella virgata
SpeciesList.6295,6295,6295,Haustrum haustorium
SpeciesList.6296,6296,6296,Struthiolaria papulosa
SpeciesList.6297,6297,6297,Dendrodoris citrina
SpeciesList.6298,6298,6298,Taron dubius
SpeciesList.6299,6299,6299,Elysia maoria
SpeciesList.6300,6300,6300,Morula palmeri
SpeciesList.6301,6301,6301,Cominella quoyana
SpeciesList.6304,6304,6304,Murexsul mariae
SpeciesList.6307,6307,6307,Notolabrus cinctus
SpeciesList.6308,6308,6308,Atagema carinata
SpeciesList.6309,6309,6309,Pentagonaster pulchellus
SpeciesList.6310,6310,6310,Metadromia spp.
SpeciesList.6314,6314,6314,Lepadogaster candolii
SpeciesList.6315,6315,6315,Aplysia fasciata
SpeciesList.6316,6316,6316,Cuspivolva howlandae
SpeciesList.6317,6317,6317,Caloria indica
SpeciesList.6318,6318,6318,Scorpaenodes evides
SpeciesList.6319,6319,6319,Rostanga bifurcata
SpeciesList.6322,6322,6322,Scutellastra kermadecensis
SpeciesList.6328,6328,6328,Acalyptophis peronii
SpeciesList.6329,6329,6329,Aphareus rutilans
SpeciesList.6330,6330,6330,Canthigaster epilampra
SpeciesList.6331,6331,6331,Cheilodipterus parazonatus
SpeciesList.6332,6332,6332,Enneapterygius similis
SpeciesList.6333,6333,6333,Epinephelus lanceolatus
SpeciesList.6334,6334,6334,Gorgasia galzini
SpeciesList.6335,6335,6335,Gymnodoris citrina
SpeciesList.6336,6336,6336,Haliotis ovina
SpeciesList.6337,6337,6337,Lethrinus rubrioperculatus
SpeciesList.6338,6338,6338,Phyllidiella lizae
SpeciesList.6339,6339,6339,Platax boersii
SpeciesList.6340,6340,6340,Plectorhinchus lessonii
SpeciesList.6341,6341,6341,Scomberoides tol
SpeciesList.6342,6342,6342,Scomberomorus queenslandicus
SpeciesList.6343,6343,6343,Scorpaenodes parvipinnis
SpeciesList.6344,6344,6344,Stegastes punctatus
SpeciesList.6345,6345,6345,Tectus virgatus
SpeciesList.6346,6346,6346,Thelenota anax
SpeciesList.6347,6347,6347,Trapezia flavopunctata
SpeciesList.6348,6348,6348,Urogymnus asperrimus
SpeciesList.6349,6349,6349,Vasum turbinellus
SpeciesList.6351,6351,6351,Oxymeris felina
SpeciesList.6353,6353,6353,Chromodoris willani
SpeciesList.6356,6356,6356,Coralliophila radula
SpeciesList.6358,6358,6358,Dipterygonotus balteatus
SpeciesList.6361,6361,6361,Dicentrarchus labrax
SpeciesList.6363,6363,6363,Gymnocranius audleyi
SpeciesList.6364,6364,6364,Goniobranchus albonares
SpeciesList.6367,6367,6367,Comanthus spp.
SpeciesList.6368,6368,6368,Comanthus spp.
SpeciesList.6371,6371,6371,Pseudanthias spp.
SpeciesList.6373,6373,6373,Cirrhilabrus spp.
SpeciesList.6374,6374,6374,Dardanus guttatus
SpeciesList.6375,6375,6375,Lutjanus spp.
SpeciesList.6376,6376,6376,Pomacentrus spp.
SpeciesList.6378,6378,6378,Clibanarius seurati
SpeciesList.6383,6383,6383,Genicanthus lamarck
SpeciesList.6384,6384,6384,Gobiodon rivulatus
SpeciesList.6385,6385,6385,Diplogrammus goramensis
SpeciesList.6386,6386,6386,Chrysiptera hemicyanea
SpeciesList.6387,6387,6387,Pentapodus emeryii
SpeciesList.6388,6388,6388,Ecsenius lividanalis
SpeciesList.6389,6389,6389,Eviota spilota
SpeciesList.6390,6390,6390,Ostorhinchus sealei
SpeciesList.6391,6391,6391,Plectropomus oligacanthus
SpeciesList.6392,6392,6392,Ecsenius schroederi
SpeciesList.6393,6393,6393,Ctenogobiops tangaroai
SpeciesList.6394,6394,6394,Gobiodon spilophthalmus
SpeciesList.6395,6395,6395,Pseudochromis cyanotaenia
SpeciesList.6396,6396,6396,Lotilia graciliosa
SpeciesList.6397,6397,6397,Ctenogobiops mitodes
SpeciesList.6398,6398,6398,Nembrotha kubaryana
SpeciesList.6399,6399,6399,Nautilus pompilius
SpeciesList.6401,6401,6401,Hemiramphus far
SpeciesList.6402,6402,6402,Helcogramma rhinoceros
SpeciesList.6404,6404,6404,Pristicon rhodopterus
SpeciesList.6406,6406,6406,Cirrhilabrus randalli
SpeciesList.6407,6407,6407,Fromia hemiopla
SpeciesList.6408,6408,6408,Eviota punctulata
SpeciesList.6410,6410,6410,Choerodon monostigma
SpeciesList.6411,6411,6411,Elysia atroviridis
SpeciesList.6413,6413,6413,Comatella spp.
SpeciesList.6415,6415,6415,Colobometra spp.
SpeciesList.6416,6416,6416,Gobiodon spp.
SpeciesList.6424,6424,6424,Eviota afelei
SpeciesList.6425,6425,6425,Pterochelus triformis
SpeciesList.6426,6426,6426,Flabellina albomarginata
SpeciesList.6427,6427,6427,Hoplolatilus starcki
SpeciesList.6428,6428,6428,Scorpaenopsis spp.
SpeciesList.6429,6429,6429,Pteria lata
SpeciesList.6430,6430,6430,Comanthus spp.
SpeciesList.6431,6431,6431,Corythoichthys ocellatus
SpeciesList.6432,6432,6432,Ostorhinchus rubrimacula
SpeciesList.6433,6433,6433,Salarias guttatus
SpeciesList.6434,6434,6434,Ctenogobiops aurocingulus
SpeciesList.6435,6435,6435,Plotosus canius
SpeciesList.6436,6436,6436,Arothron caeruleopunctatus
SpeciesList.6437,6437,6437,Istigobius ornatus
SpeciesList.6438,6438,6438,Ostorhinchus cladophilos
SpeciesList.6439,6439,6439,Fusigobius aureus
SpeciesList.6440,6440,6440,Phyllogobius platycephalops
SpeciesList.6441,6441,6441,Oplopomus spp.
SpeciesList.6442,6442,6442,Nectamia luxuria
SpeciesList.6443,6443,6443,Nectamia spp.
SpeciesList.6445,6445,6445,Muricopsis cristata
SpeciesList.6446,6446,6446,Pseudanthias spp.
SpeciesList.6451,6451,6451,Cirripectes spp.
SpeciesList.6452,6452,6452,Aipysurus duboisii
SpeciesList.6453,6453,6453,Pseudochromis spp.
SpeciesList.6454,6454,6454,Eviota spp.
SpeciesList.6459,6459,6459,Callionymus goodladi
SpeciesList.6460,6460,6460,Parablennius serratolineatus
SpeciesList.6461,6461,6461,Monoplex parthenopeus
SpeciesList.6462,6462,6462,Lysmata amboinensis
SpeciesList.6463,6463,6463,Eviota readerae
SpeciesList.6464,6464,6464,Pherallodus indicus
SpeciesList.6465,6465,6465,Norfolkia squamiceps
SpeciesList.6467,6467,6467,Turbo militaris
SpeciesList.6468,6468,6468,Goniobranchus decorus
SpeciesList.6469,6469,6469,Dermatobranchus primus
SpeciesList.6471,6471,6471,Gobiesocid spp.
SpeciesList.6474,6474,6474,Aquilonastra scobinata
SpeciesList.6475,6475,6475,Cadlina tasmanica
SpeciesList.6476,6476,6476,Zalophus californianus
SpeciesList.6477,6477,6477,Hermosilla azurea
SpeciesList.6478,6478,6478,Haliotis fulgens
SpeciesList.6479,6479,6479,Gibbonsia montereyensis
SpeciesList.6480,6480,6480,Paralabrax nebulifer
SpeciesList.6481,6481,6481,Apostichopus parvimensis
SpeciesList.6482,6482,6482,Haliotis corrugata
SpeciesList.6483,6483,6483,Calliostoma annulatum
SpeciesList.6484,6484,6484,Trachurus symmetricus
SpeciesList.6485,6485,6485,Sebastes rosaceus
SpeciesList.6486,6486,6486,Rathbunella alleni
SpeciesList.6487,6487,6487,Pseudopleuronectes americanus
SpeciesList.6488,6488,6488,Leucoraja ocellata
SpeciesList.6489,6489,6489,Pagurus longicarpus
SpeciesList.6490,6490,6490,Echinarachnius parma
SpeciesList.6491,6491,6491,Flabellina verrucosa
SpeciesList.6492,6492,6492,Dendronotus robustus
SpeciesList.6493,6493,6493,Haliotis kamtschatkana assimilis
SpeciesList.6494,6494,6494,Mitra idae
SpeciesList.6495,6495,6495,Girella simplicidens
SpeciesList.6496,6496,6496,Paralabrax maculatofasciatus
SpeciesList.6497,6497,6497,Crocodilichthys gracilis
SpeciesList.6498,6498,6498,Heliaster kubiniji
SpeciesList.6499,6499,6499,Urobatis concentricus
SpeciesList.6500,6500,6500,Stegastes rectifraenum
SpeciesList.6501,6501,6501,Anisotremus davidsonii
SpeciesList.6502,6502,6502,Paralabrax auroguttatus
SpeciesList.6503,6503,6503,Chaenopsis alepidota
SpeciesList.6504,6504,6504,Malacoctenus hubbsi
SpeciesList.6505,6505,6505,Chromis limbaughi
SpeciesList.6506,6506,6506,Roboastra tigris
SpeciesList.6509,6509,6509,Astrodictyum panamense
SpeciesList.6510,6510,6510,Felimare ghiselini
SpeciesList.6511,6511,6511,Octopus veligero
SpeciesList.6512,6512,6512,Zapteryx exasperata
SpeciesList.6513,6513,6513,Atherinopsis californiensis
SpeciesList.6514,6514,6514,Mitra scutulata
SpeciesList.6515,6515,6515,Maxwellia gemma
SpeciesList.6516,6516,6516,Astrocaneum spinosum
SpeciesList.6517,6517,6517,Libinia emarginata
SpeciesList.6519,6519,6519,Morone saxatilis
SpeciesList.6520,6520,6520,Nucella lapillus
SpeciesList.6521,6521,6521,Aeolidia papillosa
SpeciesList.6522,6522,6522,Halichoeres trispilus
SpeciesList.6523,6523,6523,Echinaster (Othilia) tenuispinus
SpeciesList.6525,6525,6525,Nodipecten subnodosus
SpeciesList.6526,6526,6526,Haemulid spp.
SpeciesList.6528,6528,6528,Neoamphicyclus spp.
SpeciesList.6530,6530,6530,Tautoga onitis
SpeciesList.6531,6531,6531,Limulus polyphemus
SpeciesList.6535,6535,6535,Stichaeus punctatus punctatus
SpeciesList.6536,6536,6536,Cryptobicerus spp.
SpeciesList.6537,6537,6537,Siganus rivulatus
SpeciesList.6538,6538,6538,Synaptula reciprocans
SpeciesList.6539,6539,6539,Spondylus spinosus
SpeciesList.6540,6540,6540,Goniobranchus annulatus
SpeciesList.6541,6541,6541,Ecsenius gravieri
SpeciesList.6542,6542,6542,Paracheilinus octotaenia
SpeciesList.6543,6543,6543,Dascyllus marginatus
SpeciesList.6544,6544,6544,Chromis pelloura
SpeciesList.6545,6545,6545,Diadema paucispinum
SpeciesList.6546,6546,6546,Ecsenius frontalis
SpeciesList.6547,6547,6547,Chromodoris quadricolor
SpeciesList.6548,6548,6548,Amblyeleotris sungami
SpeciesList.6549,6549,6549,Oxycheilinus mentalis
SpeciesList.6550,6550,6550,Neopomacentrus miryae
SpeciesList.6551,6551,6551,Cyclichthys spilostylus
SpeciesList.6552,6552,6552,Pseudochromis springeri
SpeciesList.6553,6553,6553,Cheilodipterus lachneri
SpeciesList.6554,6554,6554,Cheilinus abudjubbe
SpeciesList.6555,6555,6555,Cerithium columna
SpeciesList.6556,6556,6556,Diplodus noct
SpeciesList.6557,6557,6557,Pseudanthias taeniatus
SpeciesList.6558,6558,6558,Apolemichthys xanthotis
SpeciesList.6560,6560,6560,Tectus dentatus
SpeciesList.6563,6563,6563,Ecsenius spp.
SpeciesList.6564,6564,6564,Lethrinus borbonicus
SpeciesList.6571,6571,6571,Tutufa () tenuigranosa
SpeciesList.6573,6573,6573,Hippocampus bargibanti
SpeciesList.6574,6574,6574,Tutufa (Tutufella) rubeta
SpeciesList.6575,6575,6575,Apogon doryssa
SpeciesList.6576,6576,6576,Calcinus morgani
SpeciesList.6577,6577,6577,Discotrema crinophilum
SpeciesList.6578,6578,6578,Petroscirtes variabilis
SpeciesList.6579,6579,6579,Alectryonella plicatula
SpeciesList.6580,6580,6580,Epinephelus tukula
SpeciesList.6581,6581,6581,Neoferdina offreti
